zpid,GT,GT_bool,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
2057954688,16,no,no,no,no,"The property was likely sold slowly, as Los Angeles single houses typically sell in 12 days, and no selling time was provided to indicate a fast sale.","The property is a high-end single house in Los Angeles, which typically sells quickly, but the description lacks fast-selling keywords and may indicate a longer market time.","The property is a single house in Los Angeles, which typically sells fast, but its unique features and size may lead to a longer selling period. It likely exceeded the 12-day threshold."
2061433548,43,no,no,no,no,"The property is a single house in Chicago and should sell within 37 days. However, the description suggests it needs work, which may lead to a longer selling time.","The property needs work and is described as a project, which may deter buyers. Additionally, it has a high number of bedrooms and age, suggesting potential challenges in selling quickly.","The property is a large single house in Chicago that needs work, which may deter buyers. The description suggests it may take longer to sell, exceeding the 37-day threshold."
4005803,262,no,no,no,no,"The property was sold as an REO (Real Estate Owned) which typically indicates a longer selling process. Additionally, the age and condition may have contributed to a slower sale.","The property has been marked as REO Owned and sold 'As is', which typically indicates a longer selling time. Additionally, it lacks fast-selling keywords.","The property has been marked as REO Owned and sold 'As is', which typically indicates potential issues. Additionally, it lacks fast-selling keywords, suggesting a slower sale."
32336549,82,yes,no,no,no,"The property is a condo in New York, which has a fast selling limit of 97 days. Without the TOM provided, we cannot determine if it sold within that timeframe.","The property is a condo in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a condo in New York, and while the description highlights its location and features, it lacks fast-selling keywords. Therefore, it likely took longer than 83 days to sell."
3844523,84,no,no,no,no,"The property is a condo in Chicago, and if it sold in more than 37 days, it is considered not sold fast. The description suggests luxury, but no TOM is provided.","The description includes several slow-selling discriminative words like 'sundeck' and 'amenity', suggesting it may not have sold quickly in the competitive Chicago market.","The condo's description includes several slow-selling words like 'amenity' and 'sundeck', which may indicate a longer time on the market. Additionally, the age of the building could deter some buyers."
20569305,112,no,no,no,no,"The property is a condo/townhouse in Los Angeles, and if it sold in more than 20 days, it did not sell fast according to the local market standards.","The property is a duplex in Los Angeles, which typically sells slower than condos. Additionally, it includes terms like 'ADU' and 'long-standing tenant', indicating potential delays.","The property is a duplex in Los Angeles, which typically has a longer selling time. Additionally, it has been on the market for 12 days, which is below the fast-selling threshold for condos."
346915955,99,no,yes,no,no,"The property is a condo in New York, and if it sold in 97 days or less, it qualifies as a fast sale. The description suggests a desirable location and features.","The property is a condo in New York, and while the description highlights its prime location and features, it lacks fast-selling keywords. Therefore, it likely sold slower than the average time.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Given its age and the market context, it likely sold slower than the average 83 days."
20456742,80,no,no,no,no,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a unique custom-built home with high-end features, but lacks fast-selling keywords. Given the competitive market in Los Angeles, it likely took longer to sell.","The property is a single house in Los Angeles, and while it has many appealing features, it does not include any fast-selling keywords. Therefore, it likely sold slower than the 12-day threshold."
62742222,155,no,no,no,no,"The property is a condo/townhouse in New York and sold in more than 97 days, which exceeds the fast selling threshold for that category.","The property is a condo/townhouse in New York and the description does not include any fast-selling keywords. Additionally, it may need repairs, which could slow down the sale.","The property is a legal 2-family house in New York, which typically has a longer selling time. Additionally, it requires minor repairs, which may deter quick sales."
72106770,48,no,no,no,no,"The property was likely sold slowly as the average selling time for condos in Los Angeles is 20 days, and no specific TOM is provided to indicate it sold within that timeframe.","The description highlights many appealing features, but lacks urgency or exclusivity. The discriminative words do not indicate a fast-selling property in the competitive LA market.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks strong fast-selling keywords and the age of the property may deter some buyers."
30768221,193,no,no,no,no,"The property is a single house in New York, which has a fast selling limit of 83 days. Without the exact time on market, we cannot confirm it sold fast.","The property is a single house in New York, and without any fast-selling keywords, it likely took longer than the average 83 days to sell.","The property is a single house in New York, which typically has a longer selling time. Without fast-selling keywords, it likely took longer than 83 days to sell."
159464303,92,no,yes,yes,yes,"The property sold quickly, likely within the 37-day limit for condos in Chicago, due to its luxury features and prime location in West Town.","The property features luxury amenities and a modern design, which are appealing in the Chicago market. The description suggests high demand, likely leading to a fast sale.","The property is a well-designed 2 bed 2 bath condo in a desirable Chicago neighborhood with modern amenities, which likely contributed to a fast sale within the 37-day limit."
58360377,35,yes,yes,yes,yes,"The property sold quickly, likely due to its desirable location, spacious layout, and modern updates, all of which appeal to buyers in the Chicago market.","The property is a stylish 3-bedroom condo in a desirable location with many appealing features, which likely contributed to a fast sale in the competitive Chicago market.","The property is a stylish 3-bedroom condo in a desirable area of Chicago, with appealing features and amenities. Its location and updates likely contributed to a fast sale."
3722329,48,no,yes,yes,yes,"The property is a condo in Chicago and sold within the 37-day limit, indicating a fast sale. Its appealing features likely contributed to the quick transaction.","The property features a beautifully renovated interior, premium appliances, and desirable views, which are appealing attributes that likely contributed to a fast sale in Chicago.","The property features desirable attributes like a renovated kitchen, spacious layout, and great views, which are appealing to buyers. Additionally, it is located in a sought-after area, likely contributing to a fast sale."
250348213,35,no,no,yes,no,"The property was sold in Los Angeles, where the upper limit for condos is 20 days. If it took longer than that, it cannot be considered a fast sale.","The property is a well-appointed condo in a desirable area of Los Angeles, featuring modern amenities and a prime location, which likely contributed to a fast sale.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks strong fast-selling keywords. Therefore, it likely did not sell quickly."
30749106,117,no,no,no,no,"The property is a condo/townhouse in New York and sold beyond the 97-day threshold, indicating it did not sell fast.","The property is a condo/townhouse in New York and the description lacks fast-selling keywords. Given the average selling time of 83 days, it likely sold slower.","The property is a two-family home in New York, which typically has a longer selling time. Given its size and age, it likely took longer than the average 83 days for single houses."
20137134,6,yes,no,yes,no,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a well-described townhouse in a desirable area of Los Angeles, featuring appealing amenities and keywords that suggest quick sale potential, likely sold fast.","The property is a condo/townhouse in Los Angeles, which typically sells fast, but the age and specific location may have contributed to a longer selling time. No clear fast-selling indicators were present."
2094138694,47,no,no,yes,no,"The property was sold in more than 37 days, which exceeds the fast selling threshold for a condo in Chicago.","The property is a well-maintained 1-bedroom condo in a desirable location with appealing features like a gym and patio. The description emphasizes convenience and readiness, likely attracting buyers quickly.","The property is a condo in Chicago, and while it has appealing features, it lacks fast-selling keywords. The average market time for condos in Chicago is 37 days, and this may take longer."
20024123,41,no,yes,yes,yes,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. Given its appealing features and location, it likely sold quickly.","The condo is well-designed with modern amenities and is located in a desirable area of Los Angeles, which typically leads to a quick sale. The description suggests it won't last long on the market.","The condo's appealing features, prime location in Studio City, and modern amenities suggest it will attract buyers quickly, likely selling within the fast threshold for Los Angeles."
3843612,49,no,no,no,no,"The property is a condo in Chicago, and the upper limit for fast selling is 37 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property has a lease in place until 5/31/24, which may deter buyers looking for immediate occupancy, potentially leading to a slower sale.","The property has a lease in place until 5/31/24, which may deter buyers looking for immediate occupancy, potentially leading to a longer selling time."
32321949,140,no,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the TOM provided, we cannot determine if it sold fast.","The property is located in New York and is a single house. Given the description and attributes, it likely took longer than 83 days to sell, especially with its age and amenities.","The property is a single house in New York, which typically has a longer selling time. Without fast-selling keywords, it likely took longer than 83 days to sell."
30696126,222,no,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a single house in New York, and while it has appealing features, it lacks fast-selling keywords and may take longer than the average 83 days to sell.","The property is a single house in New York, and the average time on market is 83 days. Without specific fast-selling keywords, it likely sold slower than average."
20092286,56,no,no,no,no,"The property is a single house in Los Angeles, which typically sells fast (12 days). However, the description suggests it may require significant renovation, potentially leading to a longer sale time.","The property is a probate sale and described as a blank canvas needing renovation, which typically indicates a longer selling time in Los Angeles.","The property is a probate sale and described as a blank canvas needing renovation, which typically leads to longer selling times. It lacks fast-selling keywords."
32332049,90,yes,yes,no,no,"The property sold in less than 97 days, which is the upper limit for fast sales in New York for a condo/townhouse. Its appealing features likely contributed to a quicker sale.","The property is a condo/townhouse in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely sold slower than the average 97 days.","The property is a condo/townhouse in New York, which typically has a longer selling time. Without fast-selling keywords in the description, it likely sold slower than the 97-day threshold."
65561901,57,no,no,yes,yes,"The property was likely sold over the 37-day limit for condos in Chicago, indicating it did not sell fast despite its appealing features.","The property is located in Bucktown, a desirable area, and features many attractive amenities. The description highlights modern updates and a private roof deck, which are appealing to buyers.","The property is located in Bucktown, a desirable neighborhood, and features modern amenities and renovations, which likely contributed to a fast sale in the competitive Chicago market."
4129411,68,no,no,yes,no,"The property was likely sold over the 37-day limit for single houses in Chicago, indicating it did not sell fast despite its appealing features.","The property features a complete remodel and modern amenities, which are appealing to buyers. The description includes inviting language, suggesting it sold quickly in the competitive Chicago market.","The property is a single house in Chicago, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than 37 days to sell."
20783855,63,no,no,no,no,"The property in Los Angeles sold in more than 12 days, which exceeds the fast selling threshold for single houses in the area.","The property is in Los Angeles and has a unique floorplan but lacks fast-selling keywords. Given the age and potential issues, it may take longer than 12 days to sell.","The property is a single house in Los Angeles, which typically sells fast, but it has been on the market longer than the 12-day threshold, indicating a slower sale."
19872991,98,no,no,no,no,"The property is located in Los Angeles, CA, where the upper limit for fast selling is 12 days. The description does not provide the time on market, but it likely exceeded this limit.","The property is in Los Angeles and has a lot of features, but the description includes slow-selling words like 'cabinetry' and 'ensuite', suggesting it may not sell quickly.","The property is a single house in Los Angeles, which typically sells fast, but the age of the house (58 years) and lack of fast-selling keywords suggest it may take longer to sell."
20387112,42,no,no,no,no,"The property in Los Angeles (CA) sold, but if it took longer than 20 days, it is considered not fast. The specific TOM is not provided, so I cannot confirm a fast sale.","The property is located in Los Angeles and is a condo, which typically sells fast. However, the description lacks fast-selling keywords and the age of the building may deter buyers.","The property is a condo in Los Angeles, which typically sells fast, but the age of the building (51 years) and lack of fast-selling keywords suggest it may take longer to sell."
215953445,191,no,no,no,no,"The property sold in more than 97 days, which exceeds the upper limit for fast selling in New York for a condo/townhouse.","The property is a condo in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a condo in New York, which typically has a longer selling time. Given the description and attributes, it likely did not sell within the 97-day threshold."
21306009,22,no,no,no,no,"The property is a condo/townhouse in Los Angeles, which has a fast selling limit of 20 days. The time on market exceeded this limit, indicating a slower sale.","The property is a four-unit building with long-term tenants, which may indicate a slower sale due to its investment nature and the lack of fast-selling keywords.","The property is a four-unit building in Los Angeles, which typically has a longer selling time. Given the age and tenant situation, it likely sold slower than the 20-day threshold for condos."
29843816,91,no,no,yes,yes,"The property is a single house in New York, which has a fast selling limit of 83 days. However, the time on market is not provided, so we cannot determine if it sold fast.","The property is in a prime location with multiple offers, indicating high demand. It was likely sold quickly, well within the 83-day limit for single houses in New York.","The property is in a coveted location with multiple offers, indicating high demand. Its features and amenities likely contributed to a fast sale, well within the 83-day limit for New York single houses."
244596084,291,no,yes,no,no,"The property is a condo in New York and sold within the upper limit of 97 days, indicating it was sold fast.","The property is a studio condo in New York, which typically sells slower. The description lacks fast-selling keywords and mentions a closing cost credit, indicating potential buyer hesitation.","The property is a studio condo in New York, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not attract buyers quickly."
72649751,137,no,no,no,no,"The property was likely sold slower than the 97-day threshold for condos in New York, given its age and market conditions, which may have contributed to a longer selling time.",The property description lacks fast-selling keywords and includes no mention of desirable features that typically attract buyers quickly in New York.,"The property is a condo in New York, and without specific fast-selling keywords, it likely did not sell quickly. The average selling time for condos in NY is 97 days."
4145471,52,no,no,yes,no,"The property was likely sold over the 37-day limit for Chicago single houses, indicating it did not sell fast despite its appealing features.","The property features a refreshed Cape Cod style with desirable updates and ample living space, which aligns with fast-selling characteristics in Chicago.","The property description highlights many appealing features, but it lacks fast-selling keywords. Given the Chicago market, it likely took longer than 37 days to sell."
215953368,157,no,yes,no,yes,"The property was sold fast as it is a condo in New York, which has a fast selling limit of 97 days. The description suggests it was well-maintained and appealing.","The property is a condo in New York, and while it has appealing features, it includes the term 'waitlist' which suggests potential delays in selling.","The property is a well-maintained two-bedroom condo in a desirable area of the Bronx, close to transit, which likely contributed to a fast sale, especially given the NYC market context."
83177892,249,no,no,no,no,"The property is a condo in New York and the upper limit for fast selling is 97 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a luxury condo in New York with a high price point and lacks fast-selling keywords, suggesting it may take longer than the average 97 days to sell.","The property description highlights luxury features and a prime location, but without specific selling time data, it's uncertain if it sold within the 83-day threshold for New York single houses."
32184096,122,no,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the time on market provided, we cannot determine if it sold fast.","The property is a single house in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a single house in New York, which typically sells within 83 days. However, the description lacks fast-selling keywords, indicating it may take longer to sell."
80014243,61,yes,no,no,no,"The property was likely sold slower than the 97-day threshold for condos in New York, given its size and location in a competitive market.","The property is a condo in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a condo in New York, which typically has a longer selling time. Given its features, it may attract interest, but it likely took longer than the average 83 days to sell."
20799694,108,no,no,no,no,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. The description does not provide the time on market, but typically luxury homes take longer to sell.","The property is a luxury single house in Los Angeles, which typically sells quickly, but the presence of slow-selling words like 'ensuite' suggests it may not have sold fast.","The property is a luxury single house in Los Angeles, which typically has a longer selling period. Given its high-end features, it likely took longer than 12 days to sell."
65248584,38,no,no,no,yes,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is located in Los Angeles and is a condo/townhouse. Given the competitive market, it likely took longer than 20 days to sell, especially with no fast-selling keywords present.","The property is a desirable corner unit in a vibrant community with numerous amenities, which likely contributed to a fast sale in Los Angeles, where the average TOM is only 20 days."
348309071,218,no,no,no,no,"The property was sold in New York, where the upper limit for condos is 97 days. Without the selling time, we cannot determine if it sold fast or not.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than the 97-day threshold to sell."
3913842,68,no,no,no,no,"The property was likely sold over the 37-day limit for Chicago single houses, given its age and size, which may have contributed to a longer selling period.","The property has a large number of bedrooms and bathrooms, but lacks fast-selling keywords. Its age and size may also deter quick sales in the Chicago market.","The property has a spacious layout and desirable features, but its age (124 years) and location in Chicago may lead to a longer selling time, exceeding the 37-day threshold."
20454480,49,no,no,no,yes,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. Without the time on market provided, we cannot determine if it sold fast.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the age of the house may deter some buyers.","The property is a single house in Los Angeles, which typically sells fast. Its appealing features, updates, and location near amenities suggest it likely sold quickly."
3738292,35,yes,yes,yes,no,"The property sold in less than 37 days, which is considered fast for a condo in Chicago. Its updated features and assigned parking likely contributed to the quick sale.","The property is a well-updated condo in a desirable area with features like assigned parking and recent renovations, which likely contributed to a fast sale in Chicago.","The property is a condo in Chicago, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than 37 days to sell."
338825947,113,no,no,no,no,"The property was likely sold slower than the 97-day threshold for condos in New York, given its detailed description and luxury features, which may attract a more selective buyer.","The property is a luxury condo in New York, but lacks fast-selling keywords and has a complex description. It likely took longer than the average 97 days to sell.","The property is a luxury condo in New York, which typically has a longer selling time. Given its high-end features and location, it likely took longer than the average 83 days to sell."
340047331,114,no,yes,no,no,"The property sold in less than 97 days, which is considered fast for a condo in New York. Its appealing features and prime location likely contributed to the quick sale.","The property is located in New York and is a condo/townhouse. Given the description and attributes, it likely took longer than 97 days to sell, especially with the mention of a waitlist.","The property is located in New York and is a condo/townhouse. Given its age and the presence of 'waitlist' in the description, it likely sold slower than the 97-day threshold."
20691290,16,no,no,no,yes,"The property in Los Angeles, a single house, sold in more than 12 days, which exceeds the fast selling threshold for the area.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the market conditions suggest it may take longer.","The property is a charming hillside retreat in Los Angeles, which typically sells quickly due to its desirable location and features. The description emphasizes comfort and outdoor space, appealing to buyers."
20104461,39,no,no,no,no,"The property is located in Los Angeles, where the upper limit for fast selling is 12 days. The description does not provide the time on market, but it likely exceeded this limit.","The property includes several slow-selling discriminative words like 'thermador' and 'seamlessly', indicating it may not have sold quickly despite its appealing features.","The property features slow-selling words like 'Thermador' and 'ensuite', indicating it may not attract buyers quickly. Additionally, the luxury market in LA typically has longer selling times."
94716461,137,no,no,no,no,"The property was sold in more than 97 days, which exceeds the fast selling threshold for a condo in New York. Therefore, it was not sold fast.","The property description lacks fast-selling keywords and includes no mention of high-demand features. Additionally, the market time for condos in NYC is typically longer than the average.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than the 97-day threshold to sell."
20150940,29,no,no,no,yes,"The property was sold in Los Angeles, where the upper limit for fast selling is 12 days. Without the TOM provided, we cannot determine if it sold within that timeframe.","The property is well-remodeled and located in a desirable area, but lacks fast-selling keywords. Given the competitive market in Los Angeles, it may take longer to sell.","The property is a single house in Los Angeles, which typically sells fast. Its modern updates and desirable location likely contributed to a quick sale."
20531259,65,no,no,no,no,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. The time on market is not provided, but it likely exceeded this limit.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and has a longer time on market expectation.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and emphasizes luxury, suggesting a longer market time."
2056705208,109,no,no,no,no,"The property was sold in more than 97 days, which exceeds the fast selling threshold for condos in New York.","The property description lacks fast-selling keywords and is in New York, where condos typically sell in 97 days. Without appealing features, it likely sold slower.","The property is a condo in New York, which typically has a longer selling time. Without fast-selling keywords in the description, it likely sold slower than the average 83 days."
51578864,5,yes,no,no,no,"The property is a single house in Los Angeles, which typically sells fast (12 days). However, its non-livable condition and cash-only requirement likely extended the selling time.","The property is not currently livable and is only open to cash offers, which typically leads to a longer selling time. It may not attract quick buyers.","The property is not currently livable and is only open to cash offers, which may deter buyers. Additionally, its age and condition suggest a longer selling period."
3574137,43,no,no,yes,yes,"The property was likely sold slower than the 37-day threshold for condos in Chicago, given its age and market conditions, which may have affected buyer interest.","The condo is well-located near public transport and amenities, has in-unit laundry, and offers investment potential with no rental restrictions, making it likely to sell quickly.","The condo's prime location near public transport, restaurants, and its investor-friendly features suggest high demand, likely leading to a fast sale in Chicago."
89335683,114,no,no,no,no,"The property is a condo in New York, which has a fast selling limit of 97 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a high-end condo in a prime location, but lacks fast-selling keywords. Given the market conditions, it likely took longer than the average 97 days for condos in NYC.","The property is a high-end condo in a prime location, but it lacks fast-selling keywords and has a longer time-on-market expectation for New York, suggesting it may not sell quickly."
20074972,39,no,no,no,no,"The property was likely sold slower than the 20-day threshold for condos in Los Angeles, given its age and the competitive market.","The property is located in Los Angeles and is a condo, which typically sells fast. However, the age of the property and lack of fast-selling keywords suggest it may not have sold quickly.","The property is a condo in Los Angeles, which typically sells fast, but its age (43 years) and the presence of slow-selling keywords suggest it may not have sold quickly."
54944805,44,no,no,no,no,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks appealing features and includes terms associated with slow sales, indicating it may not sell quickly.","The property is a condo in Los Angeles, which typically sells fast, but it was back on the market due to a buyer not performing, indicating potential issues that may slow the sale."
32296221,19,yes,no,no,no,"The property is a condo/townhouse in New York, which has a fast selling limit of 97 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a two-family condo in Staten Island, NY, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not sell quickly.","The property is a two-family condo in New York, which typically has a longer selling time. Given its age and lack of fast-selling keywords, it likely sold slower than the average 83 days."
51176406,74,no,yes,yes,no,"The property was sold in less than 37 days, which is considered fast for a condo in Chicago. Its prime location and appealing features likely contributed to the quick sale.","The property is a well-located condo in East Village with desirable features like a private deck and garage parking, which are appealing in Chicago's market, likely leading to a fast sale.","The property is a condo in Chicago, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than 37 days to sell."
30619963,171,no,no,no,no,"The property was likely sold slower than the 97-day threshold for condos in New York, given its age and the competitive market, which may have extended the selling time.","The property is a semi-detached condo/townhouse in New York, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not have sold quickly.","The property is a semi-detached townhome in New York, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not have sold quickly."
3671611,36,yes,no,no,no,"The property was sold in more than 37 days, which exceeds the fast-selling threshold for single houses in Chicago.","The description emphasizes modern renovations and a desirable location, but the presence of slow-selling words like 'rehabbed' suggests it may not sell quickly in the market.","The property is a single house in Chicago, and while it has desirable features, it likely took longer than 37 days to sell, as indicated by the lack of fast-selling keywords."
29820215,231,no,no,no,no,"The property is a single house in New York, which has a fast selling limit of 83 days. Without the actual time on market, we cannot determine if it sold fast.",The property is a single house in New York and the description does not include any fast-selling keywords. It likely took longer than the average 83 days to sell.,"The property is a single house in New York, which typically has a longer selling time. Given its features, it may attract buyers, but the overall market dynamics suggest a slower sale."
20199507,6,yes,no,no,no,"The property in Los Angeles was sold, but the time-on-market is not provided. However, given the fast selling limit of 12 days for single houses in LA, it likely took longer.","The property is a single house in Los Angeles, which typically sells fast, but lacks fast-selling keywords and has a longer description, suggesting it may not have sold quickly.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords. It may take longer due to its age and market conditions."
2092970402,43,no,no,no,no,"The property in Los Angeles (CA) is a condo/townhouse and sold in an unspecified time. However, the fast selling limit is 20 days, and without a specific TOM, we cannot confirm it sold fast.","The property is a condo/townhouse in Los Angeles, and while it is well-maintained, it lacks fast-selling keywords and is in a rent-controlled area, which may slow sales.","The property is a condo/townhouse in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and mentions tenants, indicating potential delays."
20175413,3,yes,no,no,no,"The property is located in Los Angeles, CA, where the upper limit for fast selling is 12 days. The description does not provide the time on market, but it is likely longer.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the age of the house may deter buyers.","The property is a single house in Los Angeles, which typically sells fast. However, the description lacks fast-selling keywords and mentions renovations, which may indicate a longer selling period."
250349152,80,no,no,no,no,"The property is a single house in Los Angeles and sold in more than 12 days, which exceeds the fast selling threshold for the area.","Despite the luxury features and upgrades, the presence of slow-selling keywords like 'thermador' and 'cabinetry' suggests it may not have sold quickly in the competitive LA market.","The property has features that are typically associated with slow sales, such as high-end appliances like Thermador and extensive cabinetry. Additionally, it may take longer to sell luxury homes in LA."
19870658,55,no,no,no,yes,"The property is in Los Angeles, where the upper limit for fast selling is 12 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is located in Los Angeles and has a luxurious description with features that typically attract buyers, but it may take longer due to its age and lack of fast-selling keywords.","The property features desirable amenities like a pool, spacious layout, and proximity to parks, which likely contributed to a fast sale in the competitive Los Angeles market."
2080383289,142,no,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a single house in New York, which typically sells in 83 days. The description lacks fast-selling keywords, indicating it may not sell quickly.","The property is a single house in New York, which typically has a longer selling time. Without fast-selling keywords in the description, it likely sold slower than the average 83 days."
70448381,26,yes,yes,yes,no,"The property was sold in a timely manner, as condos in Chicago are expected to sell within 37 days, and this listing likely met that timeframe given its appealing features.","The property is located in a desirable area of Chicago with appealing features and amenities, suggesting it likely sold quickly within the 37-day limit for condos.","The property description highlights many appealing features, but without specific days on market, it's unclear if it sold within the fast timeframe for Chicago condos (37 days)."
31990308,110,no,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a single house in New York, and without any fast-selling keywords in the description, it likely took longer than the average 83 days to sell.","The property is a single house in New York, which typically has a longer selling time. Without fast-selling keywords in the description, it likely sold slower than the average 83 days."
32328209,140,no,no,no,no,"The property is a condo/townhouse in New York, which has a fast selling limit of 97 days. The description indicates it has not sold recently, suggesting a longer time on market.","The property is a condo/townhouse in New York and does not contain any fast-selling keywords. Additionally, it has been on the market longer than the average selling time of 97 days.","The property has not sold recently and lacks fast-selling keywords. Its unique features may appeal, but the absence of desirable terms suggests a slower sale."
2052959208,104,no,no,no,no,"The property was sold in New York, where the upper limit for condos is 97 days. Without the TOM provided, we cannot determine if it sold fast or not.","The property is a condo in New York, which typically has a longer selling time. The description lacks fast-selling keywords and the overall appeal may not attract quick buyers.","The property is a 1-bedroom condo in New York, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not sell quickly."
20325412,33,no,no,no,no,"The property is a single house in Los Angeles and sold in more than 12 days, which exceeds the fast selling threshold for the area.","The property is described as needing work and is being sold 'As Is', which typically indicates a longer selling time. Additionally, it has been in the same family for over six decades.","The property is described as needing work and is being sold 'As Is', which may deter buyers. Additionally, the market dynamics in Los Angeles suggest it may take longer to sell."
89066566,98,no,no,no,no,"The property was sold in New York, where the upper limit for fast selling of a condo is 97 days. Without the exact time on market, we cannot confirm it sold fast.","The property description lacks fast-selling keywords and focuses on luxury features, which may appeal to a niche market, potentially leading to a longer selling time.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. The average selling time for condos in NY is 97 days, and this property may take longer."
4145831,22,yes,no,no,no,"The property was sold in Chicago, and the upper limit for fast selling is 37 days. Without the specific time on market, we cannot determine if it sold fast.","The property is in need of updating and sold AS-IS, which typically indicates a longer time on the market. Additionally, it lacks fast-selling keywords.","The property is a solid brick raised ranch in need of updating and sold AS-IS, which may deter buyers. It likely took longer than 37 days to sell in Chicago due to these factors."
2070280948,250,no,no,no,no,"The property is a condo/townhouse in New York and sold in more than 97 days, which exceeds the fast selling threshold for this type of property.","The property is a condo/townhouse in New York, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not have sold quickly.","The property is a condo/townhouse in New York, which typically has a longer selling time. Given its age and size, it likely took longer than the average 83 days to sell."
32349402,98,no,no,no,no,"The property was sold in New York, where the upper limit for a single house is 83 days. If it took longer than that, it is considered not sold fast.","The property is a single house in New York and the description suggests it needs TLC, which may lead to a longer selling time. It likely exceeded the 83-day threshold.","The property is located in New York and is a single house. Given the description and attributes, it likely took longer than 83 days to sell, especially needing TLC."
32054499,97,no,no,no,yes,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the actual time on market, we cannot determine if it sold fast.","The property is a single house in New York, and without specific days on market, it likely did not sell quickly given the average time is 83 days.","The property is in a prime location with desirable features like a finished basement and proximity to amenities, suggesting it would sell quickly in New York."
4016111,72,no,no,no,no,"The property was likely sold over the 37-day limit for Chicago single houses, indicating it did not sell fast despite its appealing features.","The property has a high number of bedrooms and custom features, which may appeal to a niche market, potentially leading to a longer selling time in Chicago.","The property is a single house in Chicago, and while it has appealing features, it may not sell quickly due to its age and the lack of fast-selling keywords in the description."
