zpid,GT,GT_class,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
20747448,38,moderate,moderate,fast,fast,"The property is located in a desirable area with great features, but its age and size may have contributed to a moderate selling time, likely taking between 9 to 64 days to sell.","The property features desirable attributes like a spacious layout, high-end appliances, and a stunning outdoor space, which are appealing to buyers, likely leading to a quick sale.","The property features desirable attributes like a spacious layout, high-end appliances, and a stunning outdoor space, which are appealing to buyers. Its location near popular amenities further enhances its attractiveness, likely leading to a quick sale."
20605724,40,moderate,moderate,fast,fast,"The property is a fixer-upper in a desirable location, which typically attracts interest but may take time to find the right buyer willing to invest in renovations. Moderate selling time is expected.","The property is located in a desirable area with strong investment potential and is marketed as a fixer-upper, which typically attracts buyers quickly. The urgency in the description suggests a fast sale.","The property is located in a desirable area and offers significant potential for investors, which typically leads to quick sales. The mention of 'this will not last' suggests urgency."
338705363,75,fast,fast,fast,fast,"The property is a luxury waterfront condo in a prime location with immediate occupancy and appealing amenities, likely attracting buyers quickly, resulting in a fast sale.","The property features luxury waterfront living with immediate occupancy and extensive amenities, appealing to buyers looking for upscale living, which typically leads to a fast sale.","The property features luxury waterfront living, immediate occupancy, and extensive amenities, which are highly desirable. The description emphasizes exclusivity and stunning views, likely attracting quick buyers."
32333931,213,slow,moderate,moderate,fast,"The property has a good layout and updated features, but its age and location in New York may have contributed to a moderate selling time, likely taking between 76 to 196 days.","The property has appealing features like a master bedroom on the first floor and an updated kitchen, but lacks strong fast-selling keywords. This suggests a moderate selling time.","The property features a master bedroom on the first floor, an updated kitchen, and a private yard, which are highly desirable attributes. Its location near amenities suggests a quick sale."
30580085,101,moderate,moderate,moderate,moderate,"The property is located in a desirable area with good amenities, but it requires cosmetic work, which may have contributed to a moderate selling time.","The property is a townhouse in a desirable area with good transport links and local amenities, but it requires cosmetic work, which may slow down the sale. Thus, it likely sold in a moderate timeframe.","The property is located in a desirable area with good amenities and transportation options, but it requires cosmetic work, which may slow down the sale process."
4166411,129,slow,moderate,fast,slow,"The property is a fixer-upper in a desirable area, which may attract buyers but the need for a full rehab could lead to a moderate selling time, likely between 35 to 89 days.","The property is in a desirable area and has tremendous potential, which attracts buyers quickly. The urgency in the description and the as-is sale suggest it will sell fast.","The property requires a full rehab and is sold as-is, which may deter many buyers. Additionally, the mention of highest-and-best offers suggests a competitive market, but the extensive work needed likely leads to a longer selling period."
21303780,155,slow,moderate,slow,moderate,"The property is a one-bedroom condo in a competitive market like Los Angeles. Given its age and size, it likely sold in a moderate timeframe, appealing to specific buyers.","The property is a 37-year-old one-bedroom condo in Los Angeles, which typically has a slower market due to age and size. It lacks keywords associated with fast sales.","The property is a one-bedroom condo in Los Angeles, which typically has moderate demand. The description lacks fast-selling keywords, suggesting it may take longer to sell."
2056785221,78,fast,fast,fast,fast,"The property is a fully renovated two-family home with strong rental potential, located in a desirable area with good amenities and transport links, likely attracting buyers quickly.","The property features modern luxury, ample living space, and strong rental potential, appealing to both investors and homeowners. Its prime location and renovations suggest a quick sale.","The property features modern luxury, ample living space, and income-generating potential, appealing to both investors and homeowners. Its prime location and renovations suggest a quick sale."
19869221,24,moderate,moderate,fast,fast,"The property features numerous attractive amenities and a desirable location, which likely contributed to a moderate selling time of 9 to 64 days, appealing to a broad range of buyers.","The property features desirable amenities like a move-in-ready condition, an expansive backyard with a pool, and potential for ADU conversion, which are attractive to buyers, leading to a quick sale.","The property features desirable attributes like a move-in-ready condition, an ADU potential, and luxurious amenities, which are appealing to buyers, likely leading to a quick sale."
19918741,1,fast,fast,fast,fast,"The property is marketed as a fixer-upper with great potential, appealing to investors and savvy buyers, suggesting a quick sale. The urgency in the description indicates it likely sold within 9 days.","The property is described as a cosmetic fixer with great potential, appealing to investors and savvy buyers. The urgency in the description suggests a quick sale, likely within 9 days.","The property is described as a 'cosmetic FIXER' ideal for investors, with 'great curb appeal' and 'endless possibilities', indicating high demand and quick resale potential."
21292531,8,fast,moderate,moderate,moderate,"The property is located in a sought-after neighborhood with appealing features, which typically leads to a moderate selling time of 9 to 64 days, reflecting buyer interest and market conditions.","The property is located in a sought-after neighborhood and has appealing features, but lacks fast-selling keywords. This suggests a moderate selling time, likely between 9 to 64 days.","The property features appealing attributes like a modern kitchen and spacious backyard, but lacks fast-selling keywords. This suggests a moderate selling timeframe."
30716404,109,moderate,moderate,fast,fast,"The property is well-presented with modern features and ample space, but its age and location may lead to a moderate selling time, likely between 76 to 196 days.","The property features modern renovations, a desirable location in Midwood, and appealing amenities like a finished basement and expansive backyard, which are attractive to buyers, suggesting a quick sale.","The property features modern renovations, a desirable location in Midwood, and amenities like a finished basement and expansive backyard, which are attractive to buyers, indicating a fast sale."
19956028,23,moderate,moderate,fast,fast,"The property is well-maintained and located in a desirable area, which typically attracts buyers. However, the age of the property and the specific showing restrictions may have contributed to a moderate selling time.","The property features appealing attributes like a well-maintained condition, modern updates, and a desirable location with amenities nearby, which typically attract buyers quickly.","The property features appealing attributes like a well-maintained condition, modern kitchen, and a desirable location with amenities nearby, which likely contributed to a quick sale."
65572867,140,slow,fast,fast,fast,"The property is well-located in a desirable area with modern amenities and spacious layout, likely attracting buyers quickly. Its features and competitive pricing suggest a fast sale.","The property features desirable amenities, a spacious layout, and excellent views, which are appealing to buyers. The location in South Loop and modern updates likely contributed to a quick sale.","The property features desirable amenities, a spacious layout, and excellent views, which are appealing to buyers. The contemporary updates and location in South Loop suggest a quick sale."
32019441,118,moderate,moderate,moderate,moderate,"The property has a unique layout and ample space, which may attract buyers but could also lead to a longer decision-making process. Thus, it likely sold in a moderate timeframe.","The property has a unique layout and ample space, which can attract buyers, but its age and specific location may lead to a moderate selling time, likely between 90 to 222 days.","The property has a unique layout and is located in a desirable area with access to public transport and amenities, which typically leads to moderate selling times."
3849024,54,moderate,fast,fast,fast,"The property is located in a prestigious area with luxury amenities, which typically attracts buyers quickly. Its appealing features and prime location likely contributed to a fast sale.","The property is a luxury condo in a prime location with high-end amenities and a turn-key appeal, which typically attracts buyers quickly. The description emphasizes exclusivity and convenience.",The property is a luxury condo in a prime location with high-end amenities and a renowned designer's touch. Desirable features and the turn-key aspect suggest a quick sale.
30755412,265,slow,moderate,moderate,moderate,"The property has a lot of potential and a spacious layout, which may attract buyers, but its age and the need for customization could lead to a moderate selling time.","The property has a lot of potential and a flexible layout, which can attract buyers, but its age and lack of finished basement may slow down the sale, leading to a moderate selling time.","The property has a lot of potential and a flexible layout, which can attract buyers, but its age and lack of finished basement may slow down the sale, leading to a moderate selling time."
158487474,57,moderate,moderate,moderate,fast,"The property features a blend of classic and modern amenities, appealing to buyers, but its age and size may have contributed to a moderate selling time, likely taking 35 to 89 days.","The property features modern luxury and desirable amenities, but its age and specific location may contribute to a moderate selling time, likely taking between 35 to 89 days.","The property features modern luxury, a desirable open floor plan, and a prime location in Logan Square, which are appealing to buyers. Its spacious layout and recent improvements suggest a quick sale."
2055725887,215,slow,moderate,fast,fast,"The property is located in a vibrant area with modern amenities, which typically attracts buyers. However, the selling time suggests it took longer than 9 days but less than 64 days to sell.","The property features modern amenities, a desirable location near the NoHo Arts District, and allows short-term rentals, which are attractive to buyers, leading to a quick sale.","The property is located in a desirable area near the NoHo Arts District, features modern amenities, and allows short-term rentals, which are attractive to buyers, leading to a quick sale."
4116166,63,moderate,moderate,fast,fast,"The property has appealing features like updated amenities and a prime location, which typically attract buyers. However, the age of the home and lack of parking may have contributed to a moderate selling time.","The property features desirable updates like an updated kitchen and stainless steel appliances, along with a prime location near public transport, which typically attracts buyers quickly.","The property features desirable attributes like updated kitchen, hardwood floors, and is move-in ready, which typically attracts buyers quickly. Its location near public transport adds to its appeal."
4122804,83,moderate,fast,slow,fast,"The property features extensive renovations and modern amenities, which typically attract buyers quickly. Its desirable location and appealing features likely contributed to a fast sale.","The description includes terms like 'newly rehabbed' and 'must see', which are often associated with slower sales. Additionally, the property is older and may require more time to attract buyers.","The property features numerous appealing upgrades like a newly rehabbed kitchen and bathrooms, which are attractive to buyers. The use of 'MUST SEE' and 'COME GET YOUR KEYS' suggests urgency, indicating a fast sale."
20097137,54,moderate,slow,slow,slow,"The property has fire damage and is being marketed to contractors and developers, which typically results in a longer selling period. Such properties often take time to find the right buyer.","The property has fire damage and requires significant renovation, which typically deters buyers, leading to a longer time on the market. This suggests a slow-selling scenario.","The property has fire damage and requires significant renovation, which typically deters buyers, leading to a longer time on the market. This suggests a slow-selling scenario."
31513088,214,moderate,fast,fast,fast,"The property is in a prime location with desirable features and amenities, likely attracting buyers quickly. The absence of board approval also facilitates a faster sale.","The property features desirable attributes like a newly renovated interior, prime location near attractions, and no board approval, which typically leads to a quick sale in the competitive NYC market.","The property features desirable attributes like a newly renovated interior, prime location near amenities, and no board approval, which typically attract buyers quickly, indicating a fast sale."
3738044,44,moderate,fast,fast,fast,"The property is located in a prime area of Lincoln Park with desirable features like outdoor spaces and updated amenities, likely attracting buyers quickly. Its appeal suggests a fast sale.","The property is located in a prime area of Lincoln Park with desirable features like updated appliances, outdoor spaces, and no rental restrictions, which typically attract buyers quickly.","The property features desirable amenities like updated appliances, private outdoor spaces, and is located in a prime area with no rental restrictions, which typically attracts buyers quickly."
29790476,60,fast,moderate,fast,fast,"The property is well-renovated and offers ample space with 4 bedrooms and 3 bathrooms, which typically attracts buyers. However, the age of the house and location may have contributed to a moderate selling time.","The property features a fully renovated home with desirable amenities like a finished basement and private parking, which are attractive to buyers. Its location near public transport adds to its appeal.","The property features a fully renovated home with modern amenities, ample living space, and a desirable location near parks and transportation, which typically attracts buyers quickly."
19866207,66,slow,moderate,fast,fast,"The property has appealing features and a prime location, but the age and size may have contributed to a moderate selling time, likely taking between 9 to 64 days to sell.","The description emphasizes 'HUGE REDUCTIONS FOR QUICK SALE' and 'SELLERS WANT IT SOLD ASAP', indicating urgency. The attractive features and prime location suggest it will sell quickly.","The property features urgent language like 'quick sale' and 'sold ASAP', indicating a strong motivation from sellers. Additionally, the attractive renovations and prime location suggest high buyer interest."
20583714,104,slow,slow,fast,fast,"The property is an investor's dream with prime zoning, but its age and lack of parking may deter buyers, leading to a longer time on the market.","The property is described as an 'investors dream' and a 'great opportunity for an investor/developer', indicating high demand. Its prime location near Downtown LA suggests it sold quickly.","The property is described as a prime R2-zoned lot with great investment potential, which typically attracts quick offers from developers and investors, leading to a fast sale."
48136116,56,moderate,moderate,moderate,fast,"The property is well-equipped with spacious rooms and amenities, which typically attract buyers. However, the age of the condo and market conditions suggest a moderate selling time.","The property has appealing features like spacious bedrooms and a preferred lender offering reduced rates, but lacks strong fast-selling keywords, suggesting a moderate selling time.","The property features desirable attributes like spacious bedrooms, modern amenities, and a preferred lender offering reduced rates, which typically attract buyers quickly."
20089518,47,moderate,moderate,fast,fast,"The property is well-located and updated, which typically attracts buyers. However, the age of the home and size may lead to a moderate selling time, likely between 9 to 64 days.","The property is located in a desirable area with a spacious layout and numerous updates, which are appealing features that typically lead to a quick sale.","The property is located in a desirable area with updated features and ample outdoor space, which are attractive to buyers. The emphasis on location and amenities suggests a quick sale."
20638756,55,moderate,moderate,moderate,moderate,"The property has appealing features and a spacious layout, which likely attracted buyers, but its age and specific location may have contributed to a moderate selling time.","The property has appealing features like a vintage charm and ample space, but lacks fast-selling keywords. This suggests a moderate selling time, likely between 9 to 64 days.","The property features a vintage charm and ample space, appealing to buyers. However, it lacks fast-selling keywords and may take longer to sell, indicating a moderate selling time."
19973039,31,moderate,fast,fast,fast,"The property was previously sold after just 1 week on the market, indicating a strong demand and quick turnover, which classifies it as a fast-selling property.","The property was previously sold after just 1 week on the market, indicating strong demand. Its modern features and prime location further suggest it will sell quickly again.","The property was previously sold after just 1 week on the market, indicating strong demand. Its modern features, prime location, and recent renovations suggest it will sell quickly again."
302797897,197,slow,moderate,fast,fast,"The property is located in a desirable urban area with amenities, but the mention of a huge price reduction suggests it may have taken longer to sell, indicating a moderate selling time.","The property is located in downtown Los Angeles, a highly desirable area, and features a huge price reduction and motivated seller, which typically leads to a quick sale.","The property is located in downtown LA, features modern amenities, and has a price reduction, which typically attracts buyers quickly. The vibrant city lifestyle and views also enhance its appeal."
3714338,81,moderate,moderate,fast,fast,"The property is well-located and updated, which typically attracts buyers. However, its age and the condo market dynamics suggest a moderate selling time of 35 to 82 days.","The property features modern updates, a desirable location near amenities, and a pet-friendly environment, which are appealing factors that typically lead to a quick sale.","The property features modern updates, a desirable location near amenities, and a pet-friendly environment, which are appealing to buyers, likely leading to a quick sale."
20014392,26,moderate,moderate,fast,fast,"The property features a stunning redesign and modern amenities, appealing to buyers, but its age and size may have contributed to a moderate selling time.","The property features a stunning modern redesign with high-end finishes and a desirable location near entertainment, which are appealing traits that typically lead to a quick sale.","The property features a stunning modern redesign with high-end finishes and a desirable location near entertainment, which typically attracts buyers quickly, leading to a fast sale."
30712843,192,moderate,moderate,fast,fast,"The property is well-updated and located in a desirable area, but its age and the fact it's currently a single-family home may have contributed to a moderate selling time.","The property is described as 'completely updated' and in a 'great location', which are appealing features that typically attract buyers quickly, suggesting a fast sale.","The property is described as 'completely updated' and in a 'great location', which are appealing features that typically attract buyers quickly. Its large size and potential for conversion also enhance its desirability."
3742267,20,fast,fast,fast,fast,"The property is located in a desirable area with modern updates and appealing features, likely attracting buyers quickly. Its prime location and amenities suggest a fast sale.","The property features desirable updates, a prime location in Old Town Triangle, and appealing amenities, which are likely to attract buyers quickly, leading to a fast sale.","The property features desirable attributes like an updated kitchen, spacious layout, and prime location in Old Town Triangle, which are appealing to buyers, likely leading to a quick sale."
20170339,7,fast,moderate,moderate,moderate,"The property is spacious and located in a desirable area, which typically attracts buyers. However, the age of the home and market conditions may have contributed to a moderate selling time.","The property has appealing features like a spacious layout and desirable location, but lacks fast-selling keywords. This suggests it sold in a moderate timeframe.","The property has desirable features like a spacious layout and a prime location, but lacks fast-selling keywords. This suggests a moderate selling time, likely between 9 to 64 days."
20773486,38,moderate,slow,moderate,moderate,"The property is a large triplex in a competitive market, but its age and size may deter some buyers, leading to a longer time on market, likely between 83 to 365 days.","The property has a spacious layout and is located in a desirable area with amenities nearby, but its age and size may lead to a moderate selling time rather than fast.","The property has a spacious layout and is located in a desirable area close to amenities, which typically attracts buyers. However, its age and size may lead to a moderate selling time."
32087359,32,fast,fast,fast,fast,"The property features modern updates and is located in a desirable school district with convenient transportation options, likely attracting buyers quickly, resulting in a fast sale.","The property features modern updates, a desirable location with good schools, and convenient transportation options, which are appealing factors that typically lead to a quick sale.","The property features modern updates, desirable location, and amenities like EV charging, which are attractive to buyers. The description emphasizes convenience and community, likely leading to a quick sale."
32283857,69,fast,slow,slow,slow,"The property requires a full gut renovation and is being sold 'as is', which typically deters buyers and leads to a longer time on the market, resulting in a slow sale.","The property requires a full gut renovation and is being sold 'as is', which typically deters buyers. Additionally, the need for cash offers limits the buyer pool, leading to a slower sale.","The property requires a full gut renovation and is being sold 'as is', which typically deters buyers. Additionally, the lack of access due to unsafe conditions further complicates a quick sale."
32337648,75,fast,fast,fast,fast,"The property at 119 Penn Ave features modern amenities, a desirable location with good schools, and ample space, which likely contributed to a quick sale within 0 to 76 days.","The property features modern amenities, a desirable location with walkability, and family-friendly attributes, which are appealing to buyers. The description suggests high demand, likely leading to a fast sale.","The property features modern amenities, a desirable location with good schools, and a spacious layout, which are appealing to buyers. The description emphasizes convenience and family-friendly aspects, suggesting a quick sale."
32322305,57,fast,moderate,moderate,fast,"The property is a well-located lakefront ranch with potential for expansion, which typically attracts buyers. However, its age and specific market conditions suggest a moderate selling time.","The property has appealing features like lakefront access and potential for expansion, but lacks fast-selling keywords, suggesting a moderate selling timeframe.","The property features a lakefront location and has plans for extension, which are attractive to buyers. The description suggests high demand, likely leading to a fast sale."
20778455,41,moderate,moderate,moderate,moderate,"The property is in a desirable location and has potential for remodeling, which typically attracts buyers. However, being a fixer-upper may lead to a moderate selling time.","The property is described as a fixer with tremendous upside potential in a desirable location, which may attract buyers but could also indicate a longer selling period due to needed renovations.","The property is described as a fixer with tremendous upside potential, which may attract buyers but could also deter those seeking move-in ready homes. This suggests a moderate selling time."
29804899,47,fast,moderate,fast,fast,"The property is well-located and has appealing features, but given its age and the competitive market in New York, it likely sold in a moderate timeframe of 90 to 222 days.","The property is described as 'move-in condition' and 'spacious', with convenient amenities and low taxes, which are appealing features that typically lead to a quick sale.","The property is described as 'move-in condition' and 'spacious', with upgraded features and convenient location, which are appealing to buyers. This suggests a high demand, likely leading to a fast sale."
20150094,10,moderate,moderate,moderate,fast,"The property features modern updates and a desirable location, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property features modern updates and desirable amenities, but the age of the home and location suggest a moderate selling time, likely due to market competition and buyer preferences.","The property features modern updates, a desirable location, and amenities that appeal to buyers, suggesting it would sell quickly. The description emphasizes comfort and style, enhancing its marketability."
30756340,172,moderate,moderate,moderate,fast,"The property features appealing amenities and a prime location, which typically attract buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property features appealing amenities like a finished basement and modern kitchen, but its age and location may contribute to a moderate selling time, likely between 76 to 196 days.","The property features modern amenities like stainless steel appliances and a finished basement, appealing to buyers. Its prime location in Marine Park likely contributed to a quick sale."
30604149,217,moderate,moderate,moderate,fast,"The property is a renovation-ready multi-family home in a desirable area, which typically attracts buyers but may take time for renovations and financing, leading to a moderate selling timeframe.","The property is a renovation-ready multi-family in a desirable area, which typically attracts moderate interest. Its age and need for renovation may extend the selling time beyond 90 days.","The property is located in a desirable neighborhood with renovation potential, appealing to investors. Its prime location and investment opportunity suggest a quick sale, likely within 90 days."
4021288,77,moderate,moderate,fast,fast,"The property is well-maintained and move-in ready, which typically attracts buyers. However, the age of the house and lack of parking may have contributed to a moderate selling time.","The property is described as 'move in ready' with newly refinished hardwood floors and easy to show, which are appealing features that typically attract buyers quickly.","The property features 'move-in ready' and 'newly painted', which are appealing to buyers looking for convenience. The classic brick bungalow style and refinished hardwood floors also enhance its attractiveness, likely leading to a quick sale."
20762707,80,moderate,moderate,moderate,moderate,"The property has multiple units and a large living space, which typically attracts buyers. However, its age and specific location may have contributed to a moderate selling time.","The property has a unique combination of a large home and additional rental units, which may attract buyers but its age and specific location could lead to a moderate selling time.","The property features a five-bedroom home with additional rental units, appealing for investment. However, its age and size may slow down the sale, leading to a moderate selling time."
32074982,111,moderate,moderate,moderate,moderate,"The property has appealing features like a finished basement and parking, but its age and location may have contributed to a moderate selling time.","The property has appealing features like a finished basement and parking, but lacks fast-selling keywords. Its age and location suggest a moderate selling time.","The property has appealing features like a finished basement and parking, but lacks fast-selling keywords. Its age and location may contribute to a moderate selling time."
245063277,152,moderate,moderate,fast,fast,"The property is well-renovated and located in a desirable area, but given its age and the competitive market in NYC, it likely sold in a moderate timeframe of 90 to 222 days.","The property features extensive renovations, modern amenities, and a prime location with excellent transportation options, which are appealing to buyers and likely contributed to a quick sale.","The property features modern renovations, desirable amenities, and is located in a vibrant area with high demand, suggesting it likely sold quickly within 0 to 90 days."
2061180161,144,moderate,fast,fast,fast,"The property is a luxury condo in a desirable gated community with modern updates and extensive amenities, likely attracting buyers quickly, resulting in a fast sale.","The property is a luxury condo in a gated community with modern updates and numerous amenities, which are attractive features that typically lead to a fast sale in New York.","The property features luxury updates, a gated community, and desirable amenities like a pool and gym, which are attractive to buyers. Its location in New York also suggests a quick sale."
20161574,4,fast,moderate,moderate,fast,"The property is highly desirable with numerous modern upgrades and features, which likely contributed to a moderate selling time of 9 to 64 days, appealing to a wide range of buyers.","The property features high-end amenities and is located in a desirable area, but the presence of slow-selling keywords like 'thermador' suggests it may take longer to sell, resulting in a moderate time-on-market.","The property features modern amenities, a desirable location in Porter Ranch, and luxurious elements like a gourmet kitchen and outdoor entertainment space, appealing to buyers and likely leading to a quick sale."
20508196,132,slow,moderate,slow,fast,"The property is a luxury condo in a prime location, which typically attracts buyers quickly, but its age and size may have contributed to a moderate selling time.","Despite its luxury features and prime location, the presence of slow-selling discriminative words like 'Gaggenau' and 'Brentwoods' suggests a longer market time, likely over 83 days.","This luxury condo features high-end amenities, a prime location on the Wilshire Corridor, and a designer finish, making it highly desirable and likely to sell quickly."
19917214,33,moderate,moderate,moderate,moderate,"The property has appealing features and is in a prime location, which typically attracts buyers. However, the age of the home and market conditions suggest it sold in a moderate timeframe.","The property has appealing features like hardwood floors and a private backyard, but lacks high-demand keywords that typically indicate a fast sale. Thus, it likely sold in a moderate timeframe.","The property features appealing attributes like charm, natural light, and a private backyard, which are attractive to buyers. However, it lacks fast-selling keywords, suggesting a moderate selling time."
3666424,36,moderate,fast,fast,fast,"The property was fully rehabbed and features modern amenities in a desirable location, which likely attracted buyers quickly. The combination of space and updates suggests a fast sale.","The property features a complete rehab in 2024, modern amenities, and a desirable location near schools and parks, which are attractive to buyers, likely leading to a quick sale.","The property features a complete rehab in 2024, modern amenities, and a desirable location near schools and parks, appealing to buyers looking for move-in ready homes, likely leading to a quick sale."
20161163,71,slow,moderate,fast,fast,"The property is well-located with appealing features, but its age and size may have contributed to a moderate selling time, likely taking longer than 9 days but less than 64.","The property features desirable attributes like a spacious layout, upgraded kitchen and bathrooms, and is located in a sought-after area with good schools and amenities, indicating a fast sale.","The property features desirable attributes like a spacious layout, upgraded kitchen, and a great location in a sought-after school district, which likely contributed to a quick sale."
20014553,27,moderate,moderate,moderate,fast,"The property, with its appealing features and prime location, likely attracted interest but took longer than 9 days to sell, indicating a moderate selling period.","The property features a blend of vintage and modern elements, appealing to a wide audience. However, its age and specific location may have contributed to a moderate selling time.","The property features desirable attributes like a spacious layout, modern updates, and a resort-style backyard, appealing to buyers. Its prime location and amenities suggest a quick sale."
20461003,43,moderate,moderate,moderate,moderate,"The property is located in a sought-after neighborhood with unique features, but being sold AS-IS may have led to a moderate selling time as buyers weigh customization options.","The property has unique features and potential for customization, which may attract buyers but also requires time for inspections and evaluations, leading to a moderate selling timeframe.","The property features an ADU and is located in a desirable neighborhood, which typically attracts buyers. However, the AS-IS condition may deter some, leading to a moderate selling time."
19900663,3,fast,moderate,fast,fast,"The property is located in a desirable area with high-end features, which typically attracts buyers. However, the age of the home and size may lead to a moderate selling time.","The property is located in a prestigious neighborhood with high-end features and amenities, which typically attracts buyers quickly. The detailed description emphasizes luxury and desirability.","The property is located in a prestigious neighborhood with high-end features and amenities, appealing to buyers. The description emphasizes luxury and convenience, likely leading to a quick sale."
32336992,131,moderate,moderate,moderate,fast,"The property has appealing features like a finished basement and outdoor amenities, but its age and location may have contributed to a moderate selling time.","The property features appealing amenities like a finished basement and a sunken pool, but its age and configuration as a 3-bedroom may limit its market appeal, leading to a moderate selling time.","The property features desirable amenities like a finished basement, large yard, and a sunken pool, which are attractive to buyers. Its location in New Dorp also adds to its appeal, likely leading to a quick sale."
20525111,112,slow,moderate,fast,fast,"The property is well-remodeled and located in a desirable area, but its age and size may have contributed to a moderate selling time, likely between 14 to 83 days.","The property is fully remodeled, located in a desirable area with low HOA dues, and features appealing amenities like security and parking, which typically attract buyers quickly.","The property is fully remodeled, located in a desirable area with low HOA dues, and offers appealing features like views and security, likely attracting buyers quickly."
29790074,135,moderate,moderate,fast,fast,"The property has appealing features like a large living space and outdoor amenities, but its age and location may have contributed to a moderate selling time.","The property features extensive renovations, ample outdoor space for entertaining, and is located in a desirable area with few homes, suggesting high demand and a quick sale.","The property features a large living space, renovated amenities, and outdoor entertaining options, which are highly desirable. Phrases like 'this will not last' suggest a quick sale."
3873959,81,moderate,moderate,fast,fast,"The property is well-located and has appealing features, but its age and size may have contributed to a moderate selling time, likely taking between 35 to 82 days to sell.","The property is described as 'move-in ready' and features modern updates, which are appealing to buyers. Its prime location near amenities and public transport also suggests a quick sale.","The property features desirable attributes like a modern kitchen, ample natural light, and proximity to amenities, which are appealing to buyers. The description emphasizes convenience and updated features, suggesting a quick sale."
20540375,39,moderate,moderate,fast,fast,"The property is well-appointed and located in a desirable area, which typically attracts buyers. However, its age and size may have contributed to a moderate selling time, likely between 9 to 64 days.","The property features desirable amenities like a remodeled kitchen with elite appliances, a spacious master suite, and a private yard with a pool, appealing to buyers, likely leading to a quick sale.","The property features desirable attributes like recent renovations, a spacious layout, and a prime location near the beach and shops, which likely contributed to a quick sale."
19973018,8,fast,moderate,fast,fast,"The property is well-maintained and located in a desirable area, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property features appealing attributes like a move-in-ready condition, spacious layout, and a desirable location in Sherman Oaks, which likely contributed to a quick sale.","The property features appealing attributes like a move-in-ready condition, spacious layout, and desirable location in Sherman Oaks, which typically attract buyers quickly."
58370908,51,moderate,fast,fast,fast,"The property is described as meticulously maintained and beautifully decorated, located in a desirable area near parks and amenities, suggesting high demand. The phrase 'Won't last long!' indicates a quick sale.","The property features desirable attributes like a gourmet kitchen, natural light, and a prime location near parks and transit, which are appealing to buyers. The description suggests urgency with 'Won't last long!'. This indicates a fast sale.","The property features desirable amenities, a prime location near parks and the lake, and is meticulously maintained, which typically leads to a quick sale in the market."
19868597,57,moderate,moderate,moderate,fast,"The property features extensive amenities and a desirable location, which typically attract buyers. However, the age of the home and the mention of offers due suggests a moderate selling timeframe.","The property features high-end amenities and a desirable location, but the presence of slow-selling discriminative words like 'thermador' and 'cabinetry' suggests a moderate selling time.","The property features desirable attributes like a remodeled kitchen, solar-heated pool, and potential ADU, appealing to buyers. Its prime location and modern amenities suggest a quick sale."
244502348,100,moderate,fast,slow,slow,"The property is described as a 'gem' and 'won't last', indicating high demand. Its features and location suggest it likely sold quickly, within 0 to 90 days.","The property includes terms like 'waitlist' and 'coop', which are often associated with slower sales in New York. Additionally, the age of the building and the HOA fees may deter quick buyers.","The property is a co-op with a waitlist for parking and restrictions on pets and subletting, which can deter buyers. Additionally, the use of 'coop' and 'waitlist' suggests slower sales."
20391028,37,moderate,moderate,fast,fast,"The property has a lot of appealing features and updates, but being on the market for the first time in over 50 years may lead to a moderate selling time as buyers assess its value.","This property features desirable attributes like a spacious layout, modern updates, and a prime location near amenities, which typically attract buyers quickly, leading to a fast sale.","This property features desirable attributes like a spacious layout, modern updates, and a prime location, which typically attract buyers quickly, leading to a fast sale."
89906285,70,moderate,moderate,moderate,fast,"The property is tenant-occupied until 7/1, which may have delayed showings and sales. Given the desirable location and features, a moderate selling time of 35 to 82 days is likely.","The property features modern amenities and is located in a desirable neighborhood, but it has been tenant-occupied until recently, which may have delayed the sale. This suggests a moderate selling time.","The property features modern amenities, a desirable location in Lincoln Square, and is tenant-occupied until July, which may attract buyers quickly. The description emphasizes convenience and comfort."
3977741,17,fast,moderate,moderate,fast,"The property has appealing features like 5 bedrooms and a large living space, which typically attract buyers. However, its age and location may have contributed to a moderate selling time.","The property has appealing features like 5 bedrooms and updated bathrooms, but the age of the home and lack of fast-selling keywords suggest a moderate selling time.","The property features desirable attributes like 5 bedrooms, updated bathrooms, and a large garage, appealing to families. The description emphasizes beauty and convenience, likely attracting buyers quickly."
20507398,186,slow,moderate,fast,fast,"The property is located in a desirable area with luxury amenities, which typically attracts buyers. However, its age and size may have contributed to a moderate selling time.","The property is located in a prestigious area with luxury amenities and a strong appeal, suggesting a quick sale. The description emphasizes convenience and lifestyle, which attract buyers.","The property is located in a prestigious area with luxury amenities and a high demand for upscale condos, suggesting it likely sold quickly, within 0 to 14 days."
20683418,7,fast,moderate,fast,fast,"The property is located in a desirable area with upgrades and move-in-ready condition, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property is in a prime location with desirable features like move-in-ready condition and recent upgrades. The description emphasizes convenience and unique characteristics, likely attracting buyers quickly.","The property is in a prime location with easy access to amenities, described as move-in ready, and features desirable upgrades, which typically attract buyers quickly."
