City,Property Type,Sale Speed,Word,Z-Score,Category
New York,Condo/Townhouse,Fast,appliance,0.0199263319842028,Specific Locations
New York,Condo/Townhouse,Fast,uws,0.019901006049352,Specific Locations
New York,Condo/Townhouse,Fast,bathroom,0.0194330424559548,Property Features
New York,Condo/Townhouse,Fast,townhouse,0.0188977195040819,Specific Locations
Los Angeles,Condo/Townhouse,Fast,townhome,0.7246069972679903,Specific Locations
Los Angeles,Condo/Townhouse,Fast,thinq,0.2425268629557715,Specific Locations
Los Angeles,Condo/Townhouse,Fast,townhouse,0.0944810780058455,Specific Locations
Los Angeles,Condo/Townhouse,Fast,backsplash,0.0795742970090029,Amenities
Los Angeles,Condo/Townhouse,Fast,encino,0.0762757972235913,Specific Locations
Los Angeles,Condo/Townhouse,Fast,csun,0.0733015620187106,Specific Locations
Los Angeles,Condo/Townhouse,Fast,sylmar,0.0684704980392261,Specific Locations
Los Angeles,Condo/Townhouse,Fast,topanga,0.0656407792586767,Specific Locations
Los Angeles,Condo/Townhouse,Fast,wifi,0.0641005049917895,Amenities
Los Angeles,Condo/Townhouse,Fast,westfields,0.0589767133362803,Location/Neighborhood
Los Angeles,Condo/Townhouse,Fast,tarzana,0.0569412739616324,Specific Locations
Los Angeles,Condo/Townhouse,Fast,frogtown,0.0537699557619609,Specific Locations
Los Angeles,Condo/Townhouse,Fast,countertop,0.048888036247565,Specific Locations
Los Angeles,Condo/Townhouse,Fast,gated,0.0488076570545634,Specific Locations
Los Angeles,Condo/Townhouse,Fast,ensuite,0.0475344773708328,Specific Locations
Los Angeles,Condo/Townhouse,Fast,briarcrest,0.044151018953931,Specific Locations
Los Angeles,Condo/Townhouse,Fast,patio,0.0435985055052481,Property Features
Los Angeles,Condo/Townhouse,Fast,noho,0.0414888062743985,Specific Locations
Los Angeles,Condo/Townhouse,Fast,12039,0.0408077676738006,Specific Locations
Los Angeles,Condo/Townhouse,Fast,spacious,0.0396066296225372,Amenities
Los Angeles,Condo/Townhouse,Fast,12041,0.0387782731469927,Specific Locations
Los Angeles,Condo/Townhouse,Fast,northridge,0.0379127166800028,Location/Neighborhood
Los Angeles,Condo/Townhouse,Fast,nestled,0.0375916429210516,Specific Locations
Los Angeles,Condo/Townhouse,Fast,hoa,0.0368231380671779,Specific Locations
Los Angeles,Condo/Townhouse,Fast,recessed,0.0361598803635094,Specific Locations
Los Angeles,Condo/Townhouse,Fast,12037,0.0361431998534405,Specific Locations
Los Angeles,Condo/Townhouse,Fast,youre,0.0340605874909145,Specific Locations
Los Angeles,Condo/Townhouse,Fast,elfa,0.0320914533718463,Specific Locations
Los Angeles,Condo/Townhouse,Fast,remodeled,0.0301246718175715,Condition/Quality
Los Angeles,Condo/Townhouse,Fast,freeway,0.0299860803789863,Location/Neighborhood
Los Angeles,Condo/Townhouse,Fast,garage,0.029367326131434,Property Features
Los Angeles,Condo/Townhouse,Fast,canoga,0.0293635764957978,Specific Locations
Los Angeles,Condo/Townhouse,Fast,lmu,0.0275739152925436,Specific Locations
Los Angeles,Condo/Townhouse,Fast,reglazed,0.0273946045977835,Specific Locations
Los Angeles,Condo/Townhouse,Fast,flooring,0.0273312002475435,Property Features
Los Angeles,Condo/Townhouse,Fast,wyngate,0.0269190082022,Specific Locations
Los Angeles,Condo/Townhouse,Fast,youll,0.0266715629652003,Specific Locations
Los Angeles,Condo/Townhouse,Fast,culdesac,0.0242415384260217,Amenities
Los Angeles,Condo/Townhouse,Fast,unwind,0.0241202469400468,Specific Locations
Los Angeles,Condo/Townhouse,Fast,pedros,0.0231402371339932,Specific Locations
Los Angeles,Condo/Townhouse,Fast,lacma,0.0222771914430358,Amenities
Los Angeles,Condo/Townhouse,Fast,8309,0.0222221174418847,Specific Locations
Los Angeles,Condo/Townhouse,Fast,bathroom,0.0220386935357169,Property Features
Los Angeles,Condo/Townhouse,Fast,walkable,0.0215959897040017,Transit/Accessibility
Los Angeles,Condo/Townhouse,Fast,laminate,0.0215484089417131,Specific Locations
Los Angeles,Condo/Townhouse,Fast,joes,0.0214239887075584,Specific Locations
Los Angeles,Condo/Townhouse,Fast,showcasing,0.0208920804157509,Specific Locations
Los Angeles,Condo/Townhouse,Fast,costco,0.0207975905137101,Specific Locations
Los Angeles,Condo/Townhouse,Fast,condo,0.0207085010781848,Specific Locations
Los Angeles,Condo/Townhouse,Fast,ventura,0.0205271294910659,Specific Locations
Chicago,Condo/Townhouse,Slow,doorperson,0.1902580028713699,Property Features
Chicago,Condo/Townhouse,Slow,streeterville,0.1685397364745607,Location/Neighborhood
Chicago,Condo/Townhouse,Slow,scavolini,0.0924497536635054,Specific Locations
Chicago,Condo/Townhouse,Slow,sundeck,0.0547291004083708,Property Features
Chicago,Condo/Townhouse,Slow,kallista,0.048267957154531,Specific Locations
Chicago,Condo/Townhouse,Slow,ohare,0.0437688092497918,Specific Locations
Chicago,Condo/Townhouse,Slow,rohes,0.041812100398531,Specific Locations
Chicago,Condo/Townhouse,Slow,playlot,0.0413802946521238,Specific Locations
Chicago,Condo/Townhouse,Slow,amenity,0.0410986816260016,Specific Locations
Chicago,Condo/Townhouse,Slow,pedway,0.0393749485239768,Location/Neighborhood
Chicago,Condo/Townhouse,Slow,onsite,0.0349165809120554,Specific Locations
Chicago,Condo/Townhouse,Slow,eastside,0.0347495287607162,Location/Neighborhood
Chicago,Condo/Townhouse,Slow,subzero,0.033820586049176,Specific Locations
Chicago,Condo/Townhouse,Slow,bartelme,0.0297731110378489,Specific Locations
Chicago,Condo/Townhouse,Slow,walgreens,0.0283081973693634,Outdoor/Views
Chicago,Condo/Townhouse,Slow,childrens,0.0225968234056846,School/Family
Chicago,Condo/Townhouse,Slow,kinzie,0.0208975331764282,Specific Locations
Chicago,Condo/Townhouse,Slow,lakeshore,0.0206649824581329,Specific Locations
Chicago,Condo/Townhouse,Slow,tuckpointing,0.0203489279293377,Specific Locations
Chicago,Condo/Townhouse,Slow,mudroom,0.0203300016158465,Property Features
Chicago,Condo/Townhouse,Slow,townhomes,0.0196874917431107,Specific Locations
Chicago,Condo/Townhouse,Slow,gaggenau,0.0191284730321173,Specific Locations
Chicago,Condo/Townhouse,Slow,foyer,0.0180050539366412,Specific Locations
Chicago,Condo/Townhouse,Slow,rockwool,0.0174063194242485,Specific Locations
Chicago,Condo/Townhouse,Slow,dusable,0.0162200214587996,Specific Locations
Chicago,Condo/Townhouse,Slow,elfa,0.0160354520153967,Specific Locations
Chicago,Condo/Townhouse,Slow,wifi,0.0160313303245929,Amenities
Chicago,Condo/Townhouse,Slow,doorman,0.0160089421208441,Property Features
Chicago,Condo/Townhouse,Slow,corian,0.0156192950381826,Specific Locations
Chicago,Condo/Townhouse,Slow,waitlist,0.0151881769806859,Specific Locations
Chicago,Condo/Townhouse,Slow,iconic,0.0147814715850006,Specific Locations
Chicago,Condo/Townhouse,Slow,firework,0.0145392755110299,Specific Locations
Chicago,Condo/Townhouse,Slow,4537,0.0145217740165252,Specific Locations
Chicago,Condo/Townhouse,Slow,frameless,0.0144829777340491,Specific Locations
Chicago,Condo/Townhouse,Slow,bidet,0.0141913898432283,Specific Locations
Chicago,Condo/Townhouse,Slow,flooring,0.0140568424480763,Property Features
Chicago,Condo/Townhouse,Slow,spa,0.0140065931541099,Amenities
Chicago,Condo/Townhouse,Slow,rooftop,0.013303109930757,Outdoor/Views
Chicago,Condo/Townhouse,Slow,kenwood,0.0130961188075602,Specific Locations
Chicago,Condo/Townhouse,Slow,hookup,0.0129412491528657,Specific Locations
Chicago,Condo/Townhouse,Slow,2019,0.0128796706100958,Specific Locations
Chicago,Condo/Townhouse,Slow,valet,0.0125405726542316,Specific Locations
Chicago,Condo/Townhouse,Slow,arthington,0.012318035247061,Specific Locations
Chicago,Condo/Townhouse,Slow,homebuyer,0.0118976161949383,Specific Locations
Chicago,Condo/Townhouse,Slow,starbucks,0.0116355417249834,Specific Locations
Chicago,Condo/Townhouse,Slow,southbank,0.0114640102202791,Location/Neighborhood
Chicago,Condo/Townhouse,Slow,cityscape,0.0112529662485995,Specific Locations
Chicago,Condo/Townhouse,Slow,condominium,0.0110738877070158,Specific Locations
Chicago,Condo/Townhouse,Slow,breathtaking,0.0108353420140447,Specific Locations
Chicago,Condo/Townhouse,Slow,nightstands,0.0107889341787031,Specific Locations
New York,Condo/Townhouse,Slow,waitlisted,0.103141901992962,Specific Locations
New York,Condo/Townhouse,Slow,brizo,0.1015343396691266,Specific Locations
New York,Condo/Townhouse,Slow,scavolini,0.0920571296698222,Specific Locations
New York,Condo/Townhouse,Slow,sivec,0.0809774235432988,Specific Locations
New York,Condo/Townhouse,Slow,youll,0.0800090559601284,Specific Locations
New York,Condo/Townhouse,Slow,heatherwick,0.0776148680291963,Specific Locations
New York,Condo/Townhouse,Slow,bertazzoni,0.0684473550870285,Specific Locations
New York,Condo/Townhouse,Slow,newform,0.0675393381314648,Condition/Quality
New York,Condo/Townhouse,Slow,pistilli,0.0624862982766787,Specific Locations
New York,Condo/Townhouse,Slow,santalucia,0.0607455536209335,Specific Locations
New York,Condo/Townhouse,Slow,gaggenau,0.0572180115968092,Specific Locations
New York,Condo/Townhouse,Slow,landmarked,0.0566704516384121,Specific Locations
New York,Condo/Townhouse,Slow,nycs,0.0553847617013351,Specific Locations
New York,Condo/Townhouse,Slow,waitlist,0.0455014000723488,Specific Locations
New York,Condo/Townhouse,Slow,coop,0.0441015866062523,Specific Locations
New York,Condo/Townhouse,Slow,poggenpohl,0.0430131120016896,Specific Locations
New York,Condo/Townhouse,Slow,subletting,0.0419852530519568,Specific Locations
New York,Condo/Townhouse,Slow,riverdale,0.0416349919686849,Outdoor/Views
New York,Condo/Townhouse,Slow,kissena,0.0405440478298145,Specific Locations
New York,Condo/Townhouse,Slow,hdfc,0.0365933152235345,Specific Locations
New York,Condo/Townhouse,Slow,adjmi,0.0362498893011546,Specific Locations
New York,Condo/Townhouse,Slow,doorman,0.0360152586424264,Property Features
New York,Condo/Townhouse,Slow,liebherr,0.0351001018155527,Specific Locations
New York,Condo/Townhouse,Slow,playroom,0.0345939961293202,Property Features
New York,Condo/Townhouse,Slow,cabinetry,0.0327538558293813,Specific Locations
New York,Condo/Townhouse,Slow,nightstands,0.0323627633796744,Specific Locations
New York,Condo/Townhouse,Slow,kallista,0.0321743091044621,Specific Locations
New York,Condo/Townhouse,Slow,wifi,0.0320254665408061,Amenities
New York,Condo/Townhouse,Slow,grohe,0.0316224467173088,Specific Locations
New York,Condo/Townhouse,Slow,wenge,0.0314190439455793,Specific Locations
New York,Condo/Townhouse,Slow,windowed,0.0296021093726172,Property Features
New York,Condo/Townhouse,Slow,reglazed,0.027394499071224,Specific Locations
New York,Condo/Townhouse,Slow,rego,0.0272419898059282,Specific Locations
New York,Condo/Townhouse,Slow,richmondtown,0.0272264463677817,Specific Locations
New York,Condo/Townhouse,Slow,flatiron,0.0272103427918108,Specific Locations
New York,Condo/Townhouse,Slow,levain,0.0238770807176219,Specific Locations
New York,Condo/Townhouse,Slow,conditioner,0.0230104402690123,Specific Locations
New York,Condo/Townhouse,Slow,cristallo,0.0228451268855684,Specific Locations
New York,Condo/Townhouse,Slow,keyless,0.0228010220926098,Specific Locations
New York,Condo/Townhouse,Slow,gifting,0.0224254885530213,Specific Locations
New York,Condo/Townhouse,Slow,daikin,0.0221864073153074,Specific Locations
New York,Condo/Townhouse,Slow,bqe,0.0219210617836439,Specific Locations
New York,Condo/Townhouse,Slow,apartment,0.0211356258026855,Specific Locations
New York,Condo/Townhouse,Slow,6632,0.0210325834995953,Specific Locations
New York,Condo/Townhouse,Slow,grigio,0.0200724508705974,Specific Locations
New York,Condo/Townhouse,Slow,dinette,0.0198061774466885,Specific Locations
New York,Condo/Townhouse,Slow,ensuite,0.0196677974669735,Specific Locations
New York,Condo/Townhouse,Slow,gym,0.0193479250483373,Amenities
New York,Condo/Townhouse,Slow,fridge,0.0191473208819107,Specific Locations
New York,Condo/Townhouse,Slow,briarwood,0.0188817066433372,Specific Locations
Los Angeles,Condo/Townhouse,Slow,centerpointe,0.1961131367808832,Specific Locations
Los Angeles,Condo/Townhouse,Slow,cinemark,0.1347417611579494,Specific Locations
Los Angeles,Condo/Townhouse,Slow,brentwoods,0.1327114505480857,Specific Locations
Los Angeles,Condo/Townhouse,Slow,dtla,0.1160084758321655,Specific Locations
Los Angeles,Condo/Townhouse,Slow,gaggenau,0.0956423466938378,Specific Locations
Los Angeles,Condo/Townhouse,Slow,glenhurst,0.073821287274898,Specific Locations
Los Angeles,Condo/Townhouse,Slow,teramachi,0.0662085283455139,Amenities
Los Angeles,Condo/Townhouse,Slow,adu,0.0571857664118457,Specific Locations
Los Angeles,Condo/Townhouse,Slow,walkability,0.0559017183818902,Transit/Accessibility
Los Angeles,Condo/Townhouse,Slow,90044,0.0535287979846931,Specific Locations
Los Angeles,Condo/Townhouse,Slow,westholme,0.0493640015499212,Location/Neighborhood
Los Angeles,Condo/Townhouse,Slow,bertazzoni,0.0457150747498886,Specific Locations
Los Angeles,Condo/Townhouse,Slow,lutron,0.0404852139087746,Specific Locations
Los Angeles,Condo/Townhouse,Slow,concierge,0.039089659076186,Amenities
Los Angeles,Condo/Townhouse,Slow,overbid,0.0369907424779147,Specific Locations
Los Angeles,Condo/Townhouse,Slow,rooftop,0.0369581903645699,Outdoor/Views
Los Angeles,Condo/Townhouse,Slow,wilshire,0.0364488159605848,Specific Locations
Los Angeles,Condo/Townhouse,Slow,playa,0.0338244704541532,Specific Locations
Los Angeles,Condo/Townhouse,Slow,triplex,0.0332826579796607,Specific Locations
Los Angeles,Condo/Townhouse,Slow,beachport,0.0331133776501871,Amenities
Los Angeles,Condo/Townhouse,Slow,ralphs,0.0315970623916914,Specific Locations
Los Angeles,Condo/Townhouse,Slow,mountaingate,0.0308460180184978,Outdoor/Views
Los Angeles,Condo/Townhouse,Slow,meadowvale,0.0303939488116756,Specific Locations
Los Angeles,Condo/Townhouse,Slow,westwood,0.0261088303261405,Location/Neighborhood
Los Angeles,Condo/Townhouse,Slow,tjh,0.0260776808293381,Specific Locations
Los Angeles,Condo/Townhouse,Slow,miele,0.0250916693839582,Specific Locations
Los Angeles,Condo/Townhouse,Slow,loft,0.0250667042306206,Specific Locations
Los Angeles,Condo/Townhouse,Slow,8535,0.0247272815820496,Specific Locations
Los Angeles,Condo/Townhouse,Slow,cooktop,0.0242403909309724,Specific Locations
Los Angeles,Condo/Townhouse,Slow,lausd,0.0241579275119926,Specific Locations
Los Angeles,Condo/Townhouse,Slow,colbath,0.023103354521209,Specific Locations
Los Angeles,Condo/Townhouse,Slow,subzero,0.0215241751138592,Specific Locations
Los Angeles,Condo/Townhouse,Slow,contigency,0.0214744711737754,Specific Locations
Los Angeles,Condo/Townhouse,Slow,8707,0.0206285377492819,Specific Locations
Los Angeles,Condo/Townhouse,Slow,brentwood,0.0202706355130505,Specific Locations
Los Angeles,Condo/Townhouse,Slow,boutique,0.020146057684492,Specific Locations
Los Angeles,Condo/Townhouse,Slow,treetop,0.020075853039672,Specific Locations
Los Angeles,Condo/Townhouse,Slow,sundeck,0.0199147851406881,Property Features
Los Angeles,Condo/Townhouse,Slow,onsite,0.019641596703737,Specific Locations
Los Angeles,Condo/Townhouse,Slow,valet,0.018812345912268,Specific Locations
Los Angeles,Condo/Townhouse,Slow,bbqs,0.018321720206866,Specific Locations
Los Angeles,Condo/Townhouse,Slow,90012,0.018282341397784,Specific Locations
Los Angeles,Condo/Townhouse,Slow,mirabella,0.0174014437502691,Specific Locations
Los Angeles,Condo/Townhouse,Slow,gym,0.0163758867605646,Amenities
Los Angeles,Condo/Townhouse,Slow,duplex,0.0161273878081955,Specific Locations
Los Angeles,Condo/Townhouse,Slow,bottega,0.0158436494578421,Specific Locations
Los Angeles,Condo/Townhouse,Slow,penthouse,0.0157471366487817,Specific Locations
Los Angeles,Condo/Townhouse,Slow,westside,0.0154156065717606,Location/Neighborhood
Los Angeles,Condo/Townhouse,Slow,adus,0.0149722179547603,Specific Locations
Los Angeles,Condo/Townhouse,Slow,doorman,0.0146764585592163,Property Features
